review,sentiment
Watched it last night. masterpiece of modern cinema. and also heartwarming and genuinely touching. and also visually stunning with great cinematography. to be honest a triumph of storytelling.,1
Watched it last night. deeply moving and memorable experience. honestly kept me on the edge of my seat. honestly incredibly well paced and entertaining. to be honest it was not what I expected.,1
wooden performances from the entire cast. in addition the film had some interesting moments. furthermore a soulless cash grab movie. in addition fell apart completely in the third act.,0
outstanding performance by the lead actor. and also a triumph of storytelling.,1
a must watch for everyone. furthermore deeply moving and memorable experience. the story was visually stunning with great cinematography.,0
heartwarming and genuinely touching. to be honest deeply moving and memorable experience.,0
the script was badly written. and also the dialogue was awful.,0
the script was badly written. in addition wooden performances from the entire cast.,0
deeply disappointing film. honestly do not waste your time. the cast was wooden performances from the entire cast. in addition could not connect with any character.,0
do not waste your time. I felt that poorly directed mess of a film. to be honest some scenes were memorable. furthermore two hours I will never get back.,0
I nearly fell asleep watching it. in addition painfully boring and slow paced. the story was do not waste your time.,0
Saw this with family. excellent script and direction. furthermore a must watch for everyone. the cast was it was not what I expected.,1
masterpiece of modern cinema. honestly engaging and thought provoking. honestly visually stunning with great cinematography.,1
superb direction and writing. in addition masterpiece of modern cinema.,1
the dialogue was awful. and also the dialogue was awful. the story was one of the worst films ever made. to be honest the dialogue was awful.,0
heartwarming and genuinely touching. the cast was emotionally powerful and moving. the cast was the film had some interesting moments.,1
the dialogue was awful. in addition the script was badly written. furthermore complete waste of time and money. the story was could not connect with any character.,0
the dialogue was awful. the story was a soulless cash grab movie. the cast was complete waste of time and money.,0
Would recommend. poorly directed mess of a film. in addition do not waste your time. and also poorly directed mess of a film. to be honest painfully boring and slow paced.,0
Watched it last night. a must watch for everyone. in addition heartwarming and genuinely touching. the cast was the film had some interesting moments.,1
painfully boring and slow paced. honestly the script was badly written. I felt that one of the worst films ever made. furthermore two hours I will never get back.,0
poorly directed mess of a film. the cast was two hours I will never get back.,0
Would not recommend. the plot made absolutely no sense. to be honest one of the worst films ever made.,0
could not connect with any character. to be honest painfully boring and slow paced.,0
Watched it last night. the dialogue was awful. in addition I nearly fell asleep watching it.,0
Would not recommend. kept me on the edge of my seat. honestly superb direction and writing.,1
Would not recommend. fell apart completely in the third act. furthermore I nearly fell asleep watching it.,0
Would recommend. terrible acting throughout. and also painfully boring and slow paced. I felt that the film had some interesting moments. to be honest poorly directed mess of a film.,0
superb direction and writing. honestly the acting was phenomenal throughout. the cast was superb direction and writing. I felt that outstanding performance by the lead actor.,1
the script was badly written. honestly the dialogue was awful.,0
Watched it last night. the film had some interesting moments. I felt that deeply moving and memorable experience. and also masterpiece of modern cinema. and also emotionally powerful and moving. the cast was kept me on the edge of my seat.,1
Watched it last night. terrible acting throughout. the story was poorly directed mess of a film.,0
the dialogue was awful. furthermore deeply disappointing film. I felt that incredibly frustrating and unsatisfying. to be honest the film had some interesting moments. and also one of the worst films ever made.,0
the special effects were laughably bad. in addition a soulless cash grab movie.,0
brought tears to my eyes in the best way. I felt that visually stunning with great cinematography.,1
kept me on the edge of my seat. and also emotionally powerful and moving. the story was heartwarming and genuinely touching. in addition a triumph of storytelling. the cast was some scenes were memorable.,1
Would not recommend. a predictable and cliche story. to be honest the director tried something different. in addition the special effects were laughably bad. I felt that a soulless cash grab movie. furthermore wooden performances from the entire cast.,0
Watched it last night. heartwarming and genuinely touching. to be honest beautifully crafted story.,1
engaging and thought provoking. honestly absolutely brilliant film. to be honest excellent script and direction.,1
poorly directed mess of a film. the story was the plot made absolutely no sense. furthermore poorly directed mess of a film.,0
Saw this with family. some scenes were memorable. furthermore deeply moving and memorable experience. in addition engaging and thought provoking. the cast was outstanding performance by the lead actor.,1
Would recommend. the special effects were laughably bad. the story was incredibly frustrating and unsatisfying. in addition the film had some interesting moments.,0
a soulless cash grab movie. to be honest two hours I will never get back. the cast was one of the worst films ever made. the cast was fell apart completely in the third act.,0
the acting was phenomenal throughout. honestly the plot twists were spectacular. honestly superb direction and writing. the cast was superb direction and writing.,1
the plot twists were spectacular. to be honest superb direction and writing.,1
a triumph of storytelling. to be honest heartwarming and genuinely touching.,1
Would not recommend. a triumph of storytelling. the cast was a triumph of storytelling. in addition heartwarming and genuinely touching.,1
incredibly well paced and entertaining. the story was a triumph of storytelling. furthermore heartwarming and genuinely touching.,1
the plot made absolutely no sense. I felt that terrible acting throughout.,0
deeply moving and memorable experience. I felt that absolutely brilliant film. furthermore the director tried something different.,1
it was not what I expected. to be honest engaging and thought provoking. the story was a joy to watch from start to finish. the cast was engaging and thought provoking.,1
a soulless cash grab movie. furthermore incredibly frustrating and unsatisfying. furthermore a predictable and cliche story. I felt that a soulless cash grab movie.,0
excellent script and direction. in addition visually stunning with great cinematography.,1
the acting was phenomenal throughout. and also deeply moving and memorable experience.,1
Would not recommend. some scenes were memorable. the cast was poorly directed mess of a film. the cast was two hours I will never get back.,0
poorly directed mess of a film. furthermore deeply disappointing film. the cast was a predictable and cliche story.,0
Would recommend. no originality whatsoever. I felt that two hours I will never get back. in addition painfully boring and slow paced.,0
emotionally powerful and moving. honestly visually stunning with great cinematography. to be honest a must watch for everyone. and also emotionally powerful and moving.,1
Would recommend. a joy to watch from start to finish. the story was a must watch for everyone. honestly it was not what I expected.,1
a predictable and cliche story. furthermore painfully boring and slow paced. to be honest a predictable and cliche story. to be honest painfully boring and slow paced.,0
a joy to watch from start to finish. furthermore a triumph of storytelling.,1
the director tried something different. the story was heartwarming and genuinely touching. furthermore the acting was phenomenal throughout.,1
the plot twists were spectacular. I felt that engaging and thought provoking. to be honest the film had some interesting moments. in addition kept me on the edge of my seat.,1
incredibly well paced and entertaining. furthermore masterpiece of modern cinema.,1
the dialogue was awful. furthermore poorly directed mess of a film.,0
Would recommend. terrible acting throughout. honestly terrible acting throughout. in addition a predictable and cliche story.,0
excellent script and direction. honestly a joy to watch from start to finish. honestly engaging and thought provoking. the story was brought tears to my eyes in the best way.,1
masterpiece of modern cinema. furthermore engaging and thought provoking. honestly brought tears to my eyes in the best way.,0
terrible acting throughout. and also no originality whatsoever. to be honest deeply disappointing film.,0
the plot twists were spectacular. furthermore engaging and thought provoking.,1
could not connect with any character. to be honest one of the worst films ever made. I felt that the special effects were laughably bad.,0
one of the worst films ever made. honestly a soulless cash grab movie. the story was poorly directed mess of a film.,1
Saw this with family. a must watch for everyone. the cast was superb direction and writing. honestly heartwarming and genuinely touching.,1
Watched it last night. no originality whatsoever. the cast was one of the worst films ever made.,0
it was not what I expected. furthermore heartwarming and genuinely touching. and also outstanding performance by the lead actor. I felt that a joy to watch from start to finish.,1
terrible acting throughout. I felt that a soulless cash grab movie. in addition the director tried something different. in addition do not waste your time.,0
the acting was phenomenal throughout. the cast was incredibly well paced and entertaining. to be honest the plot twists were spectacular.,1
the acting was phenomenal throughout. I felt that visually stunning with great cinematography. the story was it was not what I expected. honestly superb direction and writing. the story was deeply moving and memorable experience.,1
Watched it last night. kept me on the edge of my seat. I felt that engaging and thought provoking. honestly the plot twists were spectacular.,1
deeply moving and memorable experience. the cast was one of the best films I have seen. the story was it was not what I expected.,1
incredibly well paced and entertaining. the cast was engaging and thought provoking. in addition the plot twists were spectacular. the cast was a must watch for everyone.,1
Would recommend. absolutely brilliant film. furthermore absolutely brilliant film.,1
absolutely brilliant film. honestly masterpiece of modern cinema. and also one of the best films I have seen. to be honest the acting was phenomenal throughout.,1
poorly directed mess of a film. I felt that the plot made absolutely no sense.,0
Would not recommend. the dialogue was awful. I felt that no originality whatsoever. and also incredibly frustrating and unsatisfying. in addition the script was badly written.,0
could not connect with any character. the cast was the director tried something different. in addition fell apart completely in the third act.,0
the director tried something different. I felt that superb direction and writing. the cast was the plot twists were spectacular.,1
the director tried something different. the cast was deeply moving and memorable experience. and also the acting was phenomenal throughout. the story was heartwarming and genuinely touching.,1
I nearly fell asleep watching it. furthermore complete waste of time and money. in addition wooden performances from the entire cast. to be honest it was not what I expected. the story was a predictable and cliche story.,0
the dialogue was awful. honestly two hours I will never get back.,0
brought tears to my eyes in the best way. I felt that brought tears to my eyes in the best way.,0
Saw this with family. masterpiece of modern cinema. furthermore superb direction and writing. the story was outstanding performance by the lead actor.,1
superb direction and writing. the cast was superb direction and writing. to be honest the director tried something different. in addition absolutely brilliant film.,1
Would not recommend. the plot twists were spectacular. the story was masterpiece of modern cinema. I felt that deeply moving and memorable experience. the story was excellent script and direction.,1
the script was badly written. the cast was the special effects were laughably bad. the story was two hours I will never get back.,0
Would not recommend. engaging and thought provoking. honestly absolutely brilliant film. I felt that the plot twists were spectacular. honestly engaging and thought provoking.,1
beautifully crafted story. and also a triumph of storytelling. in addition heartwarming and genuinely touching. I felt that absolutely brilliant film.,1
Would recommend. a must watch for everyone. the cast was visually stunning with great cinematography. the cast was a triumph of storytelling.,1
beautifully crafted story. the story was it was not what I expected. the story was a joy to watch from start to finish. and also masterpiece of modern cinema. honestly visually stunning with great cinematography.,1
the acting was phenomenal throughout. the cast was kept me on the edge of my seat.,1
Watched it last night. visually stunning with great cinematography. to be honest kept me on the edge of my seat. to be honest the acting was phenomenal throughout.,1
Would recommend. no originality whatsoever. I felt that a predictable and cliche story. to be honest the film had some interesting moments. the story was poorly directed mess of a film.,0
complete waste of time and money. the story was could not connect with any character. in addition two hours I will never get back. I felt that deeply disappointing film.,0
wooden performances from the entire cast. to be honest the script was badly written.,0
the plot twists were spectacular. to be honest it was not what I expected. the story was incredibly well paced and entertaining. the story was absolutely brilliant film.,1
Would recommend. a predictable and cliche story. furthermore terrible acting throughout. the story was some scenes were memorable. honestly the dialogue was awful. to be honest the dialogue was awful.,0
deeply disappointing film. furthermore deeply disappointing film.,0
no originality whatsoever. the story was no originality whatsoever. the story was painfully boring and slow paced.,0
a joy to watch from start to finish. honestly visually stunning with great cinematography.,1
fell apart completely in the third act. furthermore no originality whatsoever. and also painfully boring and slow paced. the cast was some scenes were memorable. honestly fell apart completely in the third act.,0
heartwarming and genuinely touching. I felt that the plot twists were spectacular. and also the film had some interesting moments.,1
kept me on the edge of my seat. honestly outstanding performance by the lead actor. in addition emotionally powerful and moving.,1
Saw this with family. complete waste of time and money. the story was could not connect with any character.,0
the plot twists were spectacular. the cast was heartwarming and genuinely touching.,1
Would not recommend. emotionally powerful and moving. the story was superb direction and writing. and also outstanding performance by the lead actor.,1
no originality whatsoever. and also painfully boring and slow paced. to be honest the script was badly written.,0
incredibly well paced and entertaining. and also the plot twists were spectacular.,1
Watched it last night. terrible acting throughout. in addition do not waste your time.,0
fell apart completely in the third act. the story was a soulless cash grab movie. honestly deeply disappointing film. the story was terrible acting throughout.,0
beautifully crafted story. the story was outstanding performance by the lead actor. the cast was beautifully crafted story. the story was the film had some interesting moments. and also superb direction and writing.,1
incredibly frustrating and unsatisfying. the story was do not waste your time. furthermore a predictable and cliche story.,0
the plot made absolutely no sense. I felt that terrible acting throughout. I felt that terrible acting throughout.,0
the plot made absolutely no sense. the cast was the plot made absolutely no sense. the cast was incredibly frustrating and unsatisfying. and also one of the worst films ever made.,0
the film had some interesting moments. the cast was the acting was phenomenal throughout. honestly visually stunning with great cinematography. I felt that visually stunning with great cinematography.,1
Saw this with family. a triumph of storytelling. I felt that heartwarming and genuinely touching.,1
incredibly well paced and entertaining. in addition deeply moving and memorable experience.,1
brought tears to my eyes in the best way. the story was the acting was phenomenal throughout. to be honest excellent script and direction. furthermore a joy to watch from start to finish.,1
beautifully crafted story. the story was visually stunning with great cinematography.,1
Would not recommend. do not waste your time. and also I nearly fell asleep watching it. the story was incredibly frustrating and unsatisfying. furthermore poorly directed mess of a film.,1
the plot twists were spectacular. the cast was engaging and thought provoking.,1
fell apart completely in the third act. honestly poorly directed mess of a film. I felt that deeply disappointing film. and also fell apart completely in the third act.,0
do not waste your time. I felt that complete waste of time and money. and also deeply disappointing film. I felt that the dialogue was awful.,0
Saw this with family. do not waste your time. the story was poorly directed mess of a film. honestly a soulless cash grab movie. in addition the special effects were laughably bad.,0
complete waste of time and money. I felt that no originality whatsoever. the cast was deeply disappointing film.,0
incredibly frustrating and unsatisfying. and also no originality whatsoever. furthermore do not waste your time.,0
the plot made absolutely no sense. to be honest no originality whatsoever. honestly deeply disappointing film.,0
Saw this with family. a must watch for everyone. in addition heartwarming and genuinely touching.,0
the script was badly written. furthermore the dialogue was awful. the cast was the special effects were laughably bad. to be honest incredibly frustrating and unsatisfying.,0
Watched it last night. fell apart completely in the third act. furthermore the special effects were laughably bad. in addition no originality whatsoever.,0
I nearly fell asleep watching it. and also a soulless cash grab movie. honestly fell apart completely in the third act.,0
the plot made absolutely no sense. the cast was two hours I will never get back. honestly some scenes were memorable. the cast was fell apart completely in the third act. to be honest no originality whatsoever.,0
Watched it last night. no originality whatsoever. furthermore the dialogue was awful.,0
complete waste of time and money. in addition could not connect with any character. and also the plot made absolutely no sense. to be honest poorly directed mess of a film.,0
Watched it last night. the director tried something different. I felt that wooden performances from the entire cast. I felt that terrible acting throughout. in addition complete waste of time and money. to be honest poorly directed mess of a film.,1
excellent script and direction. the cast was incredibly well paced and entertaining. the cast was incredibly well paced and entertaining. honestly excellent script and direction.,1
Would recommend. the plot twists were spectacular. I felt that deeply moving and memorable experience. furthermore absolutely brilliant film.,1
Watched it last night. brought tears to my eyes in the best way. to be honest beautifully crafted story. I felt that the plot twists were spectacular. and also deeply moving and memorable experience.,1
visually stunning with great cinematography. and also beautifully crafted story.,1
Watched it last night. two hours I will never get back. the story was the special effects were laughably bad.,0
Saw this with family. incredibly well paced and entertaining. to be honest excellent script and direction. to be honest brought tears to my eyes in the best way.,1
a predictable and cliche story. in addition fell apart completely in the third act. I felt that the film had some interesting moments.,0
kept me on the edge of my seat. to be honest visually stunning with great cinematography. in addition one of the best films I have seen.,1
beautifully crafted story. in addition the acting was phenomenal throughout. the cast was emotionally powerful and moving.,1
brought tears to my eyes in the best way. to be honest beautifully crafted story.,1
it was not what I expected. the story was kept me on the edge of my seat. furthermore visually stunning with great cinematography. I felt that the acting was phenomenal throughout.,1
superb direction and writing. honestly heartwarming and genuinely touching. the story was one of the best films I have seen.,0
heartwarming and genuinely touching. to be honest masterpiece of modern cinema. the story was deeply moving and memorable experience. the story was engaging and thought provoking.,1
a must watch for everyone. in addition the film had some interesting moments. to be honest masterpiece of modern cinema.,1
Would recommend. one of the worst films ever made. I felt that the script was badly written.,0
heartwarming and genuinely touching. furthermore brought tears to my eyes in the best way. to be honest visually stunning with great cinematography.,1
Would not recommend. a joy to watch from start to finish. honestly masterpiece of modern cinema. and also the film had some interesting moments. to be honest masterpiece of modern cinema. and also emotionally powerful and moving.,1
painfully boring and slow paced. and also the special effects were laughably bad. the cast was no originality whatsoever. in addition a predictable and cliche story.,0
beautifully crafted story. and also a joy to watch from start to finish. furthermore a joy to watch from start to finish.,1
kept me on the edge of my seat. the story was a joy to watch from start to finish. honestly the film had some interesting moments. the cast was superb direction and writing. I felt that masterpiece of modern cinema.,1
Watched it last night. fell apart completely in the third act. the cast was terrible acting throughout. to be honest no originality whatsoever.,0
brought tears to my eyes in the best way. and also a must watch for everyone.,1
Saw this with family. deeply moving and memorable experience. honestly absolutely brilliant film. to be honest outstanding performance by the lead actor.,1
I nearly fell asleep watching it. to be honest a predictable and cliche story.,0
Saw this with family. the dialogue was awful. and also two hours I will never get back. the story was incredibly frustrating and unsatisfying. I felt that fell apart completely in the third act.,0
Would recommend. emotionally powerful and moving. the cast was brought tears to my eyes in the best way. and also the plot twists were spectacular.,1
the script was badly written. honestly a predictable and cliche story. and also the film had some interesting moments.,0
one of the worst films ever made. in addition some scenes were memorable. furthermore incredibly frustrating and unsatisfying.,0
deeply disappointing film. in addition deeply disappointing film. honestly poorly directed mess of a film. to be honest one of the worst films ever made. the cast was the film had some interesting moments.,0
the director tried something different. honestly the plot twists were spectacular. and also a triumph of storytelling. furthermore a joy to watch from start to finish. honestly absolutely brilliant film.,1
heartwarming and genuinely touching. to be honest heartwarming and genuinely touching. the story was heartwarming and genuinely touching. the cast was deeply moving and memorable experience.,1
brought tears to my eyes in the best way. and also excellent script and direction. I felt that deeply moving and memorable experience.,1
the film had some interesting moments. to be honest wooden performances from the entire cast. the cast was poorly directed mess of a film. I felt that the dialogue was awful. the cast was the plot made absolutely no sense.,0
a must watch for everyone. to be honest a must watch for everyone.,1
Would not recommend. no originality whatsoever. to be honest it was not what I expected. the cast was a predictable and cliche story.,0
masterpiece of modern cinema. furthermore visually stunning with great cinematography. in addition emotionally powerful and moving. to be honest a joy to watch from start to finish.,1
terrible acting throughout. furthermore do not waste your time.,1
the plot made absolutely no sense. the story was the special effects were laughably bad. honestly the script was badly written.,0
one of the worst films ever made. to be honest one of the worst films ever made. and also the director tried something different. to be honest the special effects were laughably bad.,0
brought tears to my eyes in the best way. furthermore incredibly well paced and entertaining. the story was beautifully crafted story.,1
Would not recommend. terrible acting throughout. and also the script was badly written.,0
Would recommend. it was not what I expected. honestly excellent script and direction. in addition deeply moving and memorable experience.,1
excellent script and direction. the story was deeply moving and memorable experience. the cast was one of the best films I have seen. honestly incredibly well paced and entertaining.,1
Would recommend. it was not what I expected. to be honest masterpiece of modern cinema. in addition visually stunning with great cinematography. the story was masterpiece of modern cinema. in addition emotionally powerful and moving.,1
the plot made absolutely no sense. in addition the director tried something different. I felt that a soulless cash grab movie.,1
incredibly well paced and entertaining. the story was the acting was phenomenal throughout. the story was visually stunning with great cinematography.,1
painfully boring and slow paced. in addition do not waste your time. honestly the script was badly written.,0
poorly directed mess of a film. the story was the dialogue was awful.,0
masterpiece of modern cinema. in addition excellent script and direction.,1
the special effects were laughably bad. furthermore two hours I will never get back.,0
Watched it last night. a triumph of storytelling. and also incredibly well paced and entertaining.,1
absolutely brilliant film. the story was a must watch for everyone. I felt that beautifully crafted story. furthermore emotionally powerful and moving.,1
Watched it last night. engaging and thought provoking. furthermore it was not what I expected. furthermore a must watch for everyone. in addition absolutely brilliant film. the story was emotionally powerful and moving.,1
Would recommend. the plot twists were spectacular. furthermore kept me on the edge of my seat. to be honest emotionally powerful and moving.,1
Would not recommend. kept me on the edge of my seat. to be honest a triumph of storytelling. to be honest visually stunning with great cinematography. honestly deeply moving and memorable experience.,1
kept me on the edge of my seat. the story was brought tears to my eyes in the best way. I felt that a must watch for everyone.,1
superb direction and writing. and also beautifully crafted story. to be honest one of the best films I have seen.,1
Would not recommend. the script was badly written. to be honest incredibly frustrating and unsatisfying. to be honest I nearly fell asleep watching it.,0
painfully boring and slow paced. I felt that do not waste your time. in addition it was not what I expected. to be honest no originality whatsoever.,0
the plot twists were spectacular. I felt that beautifully crafted story. I felt that the director tried something different.,1
Would not recommend. it was not what I expected. furthermore excellent script and direction. and also incredibly well paced and entertaining. the cast was masterpiece of modern cinema.,1
heartwarming and genuinely touching. the story was a must watch for everyone. to be honest the plot twists were spectacular.,1
deeply moving and memorable experience. and also brought tears to my eyes in the best way.,1
heartwarming and genuinely touching. I felt that kept me on the edge of my seat.,1
Watched it last night. engaging and thought provoking. the cast was the acting was phenomenal throughout. I felt that outstanding performance by the lead actor. to be honest the film had some interesting moments. I felt that outstanding performance by the lead actor.,0
I nearly fell asleep watching it. honestly it was not what I expected. the cast was the script was badly written. honestly the dialogue was awful.,0
the plot made absolutely no sense. furthermore terrible acting throughout. to be honest a soulless cash grab movie.,0
it was not what I expected. I felt that outstanding performance by the lead actor. in addition a joy to watch from start to finish.,1
Watched it last night. fell apart completely in the third act. the story was fell apart completely in the third act. honestly the script was badly written. the story was some scenes were memorable. the cast was deeply disappointing film.,0
engaging and thought provoking. the story was engaging and thought provoking. furthermore outstanding performance by the lead actor.,1
beautifully crafted story. in addition kept me on the edge of my seat. in addition emotionally powerful and moving. the cast was beautifully crafted story.,0
Would recommend. the director tried something different. furthermore a triumph of storytelling. I felt that the acting was phenomenal throughout. in addition brought tears to my eyes in the best way.,1
the film had some interesting moments. in addition visually stunning with great cinematography. the cast was outstanding performance by the lead actor. the cast was the plot twists were spectacular.,1
deeply disappointing film. honestly the plot made absolutely no sense. I felt that do not waste your time.,0
Would not recommend. brought tears to my eyes in the best way. I felt that it was not what I expected. and also absolutely brilliant film.,1
Would not recommend. wooden performances from the entire cast. in addition the script was badly written. and also could not connect with any character.,1
brought tears to my eyes in the best way. the story was a triumph of storytelling. the cast was a triumph of storytelling. to be honest a joy to watch from start to finish.,1
incredibly frustrating and unsatisfying. in addition incredibly frustrating and unsatisfying. to be honest the script was badly written. the cast was the dialogue was awful.,0
superb direction and writing. the cast was the acting was phenomenal throughout. the story was visually stunning with great cinematography. honestly visually stunning with great cinematography.,1
Saw this with family. the script was badly written. furthermore deeply disappointing film. I felt that wooden performances from the entire cast.,0
visually stunning with great cinematography. the story was superb direction and writing. in addition the acting was phenomenal throughout.,1
brought tears to my eyes in the best way. I felt that the acting was phenomenal throughout. I felt that a must watch for everyone.,1
Would not recommend. the film had some interesting moments. I felt that outstanding performance by the lead actor. furthermore a must watch for everyone. the story was excellent script and direction.,1
wooden performances from the entire cast. in addition deeply disappointing film. and also could not connect with any character.,0
Saw this with family. deeply disappointing film. in addition could not connect with any character. the story was the film had some interesting moments. furthermore the dialogue was awful. furthermore a predictable and cliche story.,0
outstanding performance by the lead actor. the story was beautifully crafted story. the story was absolutely brilliant film. the cast was brought tears to my eyes in the best way.,1
do not waste your time. in addition terrible acting throughout. the cast was one of the worst films ever made. to be honest complete waste of time and money. honestly it was not what I expected.,0
complete waste of time and money. the cast was the script was badly written. in addition no originality whatsoever. furthermore it was not what I expected. honestly a predictable and cliche story.,0
one of the worst films ever made. honestly one of the worst films ever made. to be honest incredibly frustrating and unsatisfying.,0
Would not recommend. the acting was phenomenal throughout. I felt that the acting was phenomenal throughout. the story was incredibly well paced and entertaining.,1
Saw this with family. beautifully crafted story. honestly superb direction and writing. in addition engaging and thought provoking.,1
the plot twists were spectacular. in addition deeply moving and memorable experience. the cast was engaging and thought provoking. I felt that the acting was phenomenal throughout. the story was some scenes were memorable.,1
a triumph of storytelling. the story was one of the best films I have seen. the story was excellent script and direction. honestly kept me on the edge of my seat.,1
wooden performances from the entire cast. honestly two hours I will never get back.,0
the plot twists were spectacular. honestly it was not what I expected. honestly masterpiece of modern cinema.,1
Would not recommend. the plot made absolutely no sense. I felt that one of the worst films ever made. furthermore it was not what I expected.,0
a must watch for everyone. honestly emotionally powerful and moving. in addition kept me on the edge of my seat.,1
Watched it last night. fell apart completely in the third act. to be honest terrible acting throughout.,0
superb direction and writing. in addition emotionally powerful and moving. furthermore emotionally powerful and moving.,1
masterpiece of modern cinema. furthermore heartwarming and genuinely touching. and also kept me on the edge of my seat. honestly deeply moving and memorable experience.,1
incredibly frustrating and unsatisfying. the story was deeply disappointing film. the story was deeply disappointing film.,0
two hours I will never get back. to be honest do not waste your time. honestly a soulless cash grab movie. and also the director tried something different.,0
masterpiece of modern cinema. and also kept me on the edge of my seat. honestly engaging and thought provoking. the cast was a must watch for everyone.,1
Would not recommend. heartwarming and genuinely touching. I felt that one of the best films I have seen. in addition excellent script and direction. and also outstanding performance by the lead actor.,1
incredibly frustrating and unsatisfying. the story was the plot made absolutely no sense. in addition the dialogue was awful. furthermore incredibly frustrating and unsatisfying.,0
wooden performances from the entire cast. the story was complete waste of time and money. the cast was some scenes were memorable.,0
Would not recommend. deeply moving and memorable experience. honestly a joy to watch from start to finish. furthermore beautifully crafted story. I felt that brought tears to my eyes in the best way.,1
incredibly well paced and entertaining. to be honest the film had some interesting moments. and also outstanding performance by the lead actor. the story was deeply moving and memorable experience. I felt that visually stunning with great cinematography.,1
Would not recommend. one of the worst films ever made. to be honest wooden performances from the entire cast. honestly some scenes were memorable.,0
fell apart completely in the third act. furthermore I nearly fell asleep watching it. honestly the special effects were laughably bad. the story was poorly directed mess of a film.,0
the plot twists were spectacular. I felt that a must watch for everyone.,1
some scenes were memorable. I felt that the dialogue was awful. in addition a predictable and cliche story.,0
Watched it last night. the film had some interesting moments. I felt that do not waste your time. to be honest two hours I will never get back.,0
Would not recommend. the dialogue was awful. the cast was could not connect with any character. I felt that deeply disappointing film.,0
fell apart completely in the third act. in addition fell apart completely in the third act. and also one of the worst films ever made. and also poorly directed mess of a film.,0
beautifully crafted story. I felt that kept me on the edge of my seat. honestly brought tears to my eyes in the best way.,0
could not connect with any character. in addition the dialogue was awful.,0
a must watch for everyone. in addition a must watch for everyone. I felt that deeply moving and memorable experience.,1
complete waste of time and money. in addition deeply disappointing film. I felt that painfully boring and slow paced.,0
the plot made absolutely no sense. to be honest one of the worst films ever made. furthermore the director tried something different. in addition a predictable and cliche story. honestly deeply disappointing film.,0
kept me on the edge of my seat. and also a joy to watch from start to finish. furthermore a triumph of storytelling. and also it was not what I expected. the story was brought tears to my eyes in the best way.,1
incredibly frustrating and unsatisfying. furthermore wooden performances from the entire cast. I felt that incredibly frustrating and unsatisfying. furthermore poorly directed mess of a film.,0
Would recommend. a soulless cash grab movie. the story was wooden performances from the entire cast.,0
fell apart completely in the third act. the story was no originality whatsoever. honestly complete waste of time and money.,0
fell apart completely in the third act. and also terrible acting throughout.,0
Saw this with family. one of the best films I have seen. furthermore the acting was phenomenal throughout. furthermore emotionally powerful and moving.,1
Would recommend. the director tried something different. and also the special effects were laughably bad. and also the plot made absolutely no sense. to be honest do not waste your time. furthermore incredibly frustrating and unsatisfying.,1
terrible acting throughout. the story was a predictable and cliche story. honestly deeply disappointing film.,1
Saw this with family. incredibly frustrating and unsatisfying. to be honest incredibly frustrating and unsatisfying. to be honest a soulless cash grab movie. furthermore could not connect with any character.,1
Would recommend. the acting was phenomenal throughout. I felt that beautifully crafted story. to be honest absolutely brilliant film.,1
Would recommend. a joy to watch from start to finish. in addition superb direction and writing. to be honest emotionally powerful and moving.,1
Saw this with family. no originality whatsoever. the cast was one of the worst films ever made.,0
Watched it last night. masterpiece of modern cinema. the cast was excellent script and direction. to be honest excellent script and direction. and also kept me on the edge of my seat.,1
outstanding performance by the lead actor. honestly the film had some interesting moments. and also the acting was phenomenal throughout.,1
Would not recommend. one of the best films I have seen. honestly emotionally powerful and moving. honestly it was not what I expected. I felt that a joy to watch from start to finish. the story was outstanding performance by the lead actor.,1
Saw this with family. two hours I will never get back. honestly a predictable and cliche story. to be honest complete waste of time and money.,0
Watched it last night. kept me on the edge of my seat. and also the director tried something different. furthermore superb direction and writing. the cast was a joy to watch from start to finish.,1
Would not recommend. beautifully crafted story. furthermore the plot twists were spectacular.,1
Would recommend. I nearly fell asleep watching it. the story was a soulless cash grab movie. the story was wooden performances from the entire cast. furthermore do not waste your time.,0
Would recommend. excellent script and direction. the cast was excellent script and direction. the cast was one of the best films I have seen.,1
Saw this with family. fell apart completely in the third act. the cast was complete waste of time and money.,0
Saw this with family. do not waste your time. to be honest wooden performances from the entire cast.,0
deeply disappointing film. in addition wooden performances from the entire cast.,0
no originality whatsoever. the cast was the dialogue was awful. honestly fell apart completely in the third act.,0
deeply disappointing film. I felt that terrible acting throughout. I felt that a soulless cash grab movie.,0
I nearly fell asleep watching it. in addition the special effects were laughably bad. in addition a predictable and cliche story.,0
Watched it last night. superb direction and writing. honestly incredibly well paced and entertaining. honestly emotionally powerful and moving. and also the plot twists were spectacular.,0
brought tears to my eyes in the best way. to be honest excellent script and direction. furthermore engaging and thought provoking. to be honest the acting was phenomenal throughout.,1
visually stunning with great cinematography. the story was kept me on the edge of my seat. in addition some scenes were memorable.,1
Would not recommend. the director tried something different. in addition a triumph of storytelling. furthermore emotionally powerful and moving.,1
the acting was phenomenal throughout. and also beautifully crafted story. furthermore some scenes were memorable. I felt that kept me on the edge of my seat.,1
superb direction and writing. the story was emotionally powerful and moving.,1
outstanding performance by the lead actor. I felt that a joy to watch from start to finish. furthermore masterpiece of modern cinema. furthermore it was not what I expected.,1
